User Query,Google Result,Negative,Neutral,Positive,Compound
"what country is the roosevelt campobello park in
","['Roosevelt Campobello International Park is a singular example of international cooperation - jointly administered, staffed, and funded by the peoples of...', 'Feb 19, 2016 ... Roosevelt\'s ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his...', 'Roosevelt Campobello International Park preserves the house and surrounding landscape of the summer retreat of Franklin D. Roosevelt, Eleanor Roosevelt and...', 'Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and...', ""Roosevelt and the legacy of friendship between the two countries. At left, Eleanor Roosevelt's last visit to the Roosevelt Cottage, in 1962.""]",0.0,0.917,0.083,0.2023
"what country is the roosevelt campobello park in
","['Roosevelt Campobello International Park is a singular example of international cooperation - jointly administered, staffed, and funded by the peoples of...', 'Feb 19, 2016 ... Roosevelt\'s ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his...', 'Roosevelt Campobello International Park preserves the house and surrounding landscape of the summer retreat of Franklin D. Roosevelt, Eleanor Roosevelt and...', 'Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and...', ""Roosevelt and the legacy of friendship between the two countries. At left, Eleanor Roosevelt's last visit to the Roosevelt Cottage, in 1962.""]",0.0,0.883,0.117,0.5106
"what country is the roosevelt campobello park in
","['Roosevelt Campobello International Park is a singular example of international cooperation - jointly administered, staffed, and funded by the peoples of...', 'Feb 19, 2016 ... Roosevelt\'s ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his...', 'Roosevelt Campobello International Park preserves the house and surrounding landscape of the summer retreat of Franklin D. Roosevelt, Eleanor Roosevelt and...', 'Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and...', ""Roosevelt and the legacy of friendship between the two countries. At left, Eleanor Roosevelt's last visit to the Roosevelt Cottage, in 1962.""]",0.0,0.879,0.121,0.4404
"what event happened in 1859 between two countries 
","['The Opening to China Part II: the Second Opium War, the United States, and the Treaty of Tianjin, 18571859. Following the First Opium War in the 1840s,...', 'Mar 14, 2012 ... Suddenly, Carrington spotted what he described as two patches of ... the bizarre happenings: a massive solar flare with the energy of 10...', ""Major Events. Franco-Austrian War, 1859. After striking an alliance with Napoleon III's France, Piedmont-Sardinia provoked Austria to declare..."", 'Within ~17 h later the Earth experienced the massive auroral display of September 23 from a coronal mass ejection (CME). The Great Storm in 1859 occurred about...', 'The date on the back of the painting reads July 27, 1859 -- the very day Pickett ... The San Juan Islands lay between, and both sides claimed the entire...']",0.225,0.694,0.081,-0.7184
"what event happened in 1859 between two countries 
","['The Opening to China Part II: the Second Opium War, the United States, and the Treaty of Tianjin, 18571859. Following the First Opium War in the 1840s,...', 'Mar 14, 2012 ... Suddenly, Carrington spotted what he described as two patches of ... the bizarre happenings: a massive solar flare with the energy of 10...', ""Major Events. Franco-Austrian War, 1859. After striking an alliance with Napoleon III's France, Piedmont-Sardinia provoked Austria to declare..."", 'Within ~17 h later the Earth experienced the massive auroral display of September 23 from a coronal mass ejection (CME). The Great Storm in 1859 occurred about...', 'The date on the back of the painting reads July 27, 1859 -- the very day Pickett ... The San Juan Islands lay between, and both sides claimed the entire...']",0.081,0.845,0.074,-0.0516
"what event happened in 1859 between two countries 
","['The Opening to China Part II: the Second Opium War, the United States, and the Treaty of Tianjin, 18571859. Following the First Opium War in the 1840s,...', 'Mar 14, 2012 ... Suddenly, Carrington spotted what he described as two patches of ... the bizarre happenings: a massive solar flare with the energy of 10...', ""Major Events. Franco-Austrian War, 1859. After striking an alliance with Napoleon III's France, Piedmont-Sardinia provoked Austria to declare..."", 'Within ~17 h later the Earth experienced the massive auroral display of September 23 from a coronal mass ejection (CME). The Great Storm in 1859 occurred about...', 'The date on the back of the painting reads July 27, 1859 -- the very day Pickett ... The San Juan Islands lay between, and both sides claimed the entire...']",0.273,0.727,0.0,-0.7184
"what event happened in 1859 between two countries 
","['The Opening to China Part II: the Second Opium War, the United States, and the Treaty of Tianjin, 18571859. Following the First Opium War in the 1840s,...', 'Mar 14, 2012 ... Suddenly, Carrington spotted what he described as two patches of ... the bizarre happenings: a massive solar flare with the energy of 10...', ""Major Events. Franco-Austrian War, 1859. After striking an alliance with Napoleon III's France, Piedmont-Sardinia provoked Austria to declare..."", 'Within ~17 h later the Earth experienced the massive auroral display of September 23 from a coronal mass ejection (CME). The Great Storm in 1859 occurred about...', 'The date on the back of the painting reads July 27, 1859 -- the very day Pickett ... The San Juan Islands lay between, and both sides claimed the entire...']",0.0,0.854,0.146,0.6249
"what event happened in 1859 between two countries 
","['The Opening to China Part II: the Second Opium War, the United States, and the Treaty of Tianjin, 18571859. Following the First Opium War in the 1840s,...', 'Mar 14, 2012 ... Suddenly, Carrington spotted what he described as two patches of ... the bizarre happenings: a massive solar flare with the energy of 10...', ""Major Events. Franco-Austrian War, 1859. After striking an alliance with Napoleon III's France, Piedmont-Sardinia provoked Austria to declare..."", 'Within ~17 h later the Earth experienced the massive auroral display of September 23 from a coronal mass ejection (CME). The Great Storm in 1859 occurred about...', 'The date on the back of the painting reads July 27, 1859 -- the very day Pickett ... The San Juan Islands lay between, and both sides claimed the entire...']",0.0,1.0,0.0,0.0
"places in pennsylvania to visit
","['Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.', 'Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley.', 'Mar 21, 2023 ... 1. Eastern State Penitentiary  2. Andy Warhol Museum  3. Fallingwater  4. Hersheypark  5. Pennsylvania State Capitol Complex  6. Gettysburg...', 'Dec 17, 2022 ... 10 Best Places to Visit in Pennsylvania  10. Hickory Run State Park  9. Ohiopyle State Park  8. Delaware Water Gap  7. Erie  6. Ricketts Glen...', 'Mar 22, 2022 ... 16 Top-Rated Tourist Attractions in Pennsylvania  1. Independence National Park and the Liberty Bell  2. Hershey Park  3. Gettysburg National...']",0.0,1.0,0.0,0.0
"places in pennsylvania to visit
","['Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.', 'Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley.', 'Mar 21, 2023 ... 1. Eastern State Penitentiary  2. Andy Warhol Museum  3. Fallingwater  4. Hersheypark  5. Pennsylvania State Capitol Complex  6. Gettysburg...', 'Dec 17, 2022 ... 10 Best Places to Visit in Pennsylvania  10. Hickory Run State Park  9. Ohiopyle State Park  8. Delaware Water Gap  7. Erie  6. Ricketts Glen...', 'Mar 22, 2022 ... 16 Top-Rated Tourist Attractions in Pennsylvania  1. Independence National Park and the Liberty Bell  2. Hershey Park  3. Gettysburg National...']",0.0,1.0,0.0,0.0
"places in pennsylvania to visit
","['Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.', 'Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley.', 'Mar 21, 2023 ... 1. Eastern State Penitentiary  2. Andy Warhol Museum  3. Fallingwater  4. Hersheypark  5. Pennsylvania State Capitol Complex  6. Gettysburg...', 'Dec 17, 2022 ... 10 Best Places to Visit in Pennsylvania  10. Hickory Run State Park  9. Ohiopyle State Park  8. Delaware Water Gap  7. Erie  6. Ricketts Glen...', 'Mar 22, 2022 ... 16 Top-Rated Tourist Attractions in Pennsylvania  1. Independence National Park and the Liberty Bell  2. Hershey Park  3. Gettysburg National...']",0.0,1.0,0.0,0.0
"places in pennsylvania to visit
","['Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.', 'Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley.', 'Mar 21, 2023 ... 1. Eastern State Penitentiary  2. Andy Warhol Museum  3. Fallingwater  4. Hersheypark  5. Pennsylvania State Capitol Complex  6. Gettysburg...', 'Dec 17, 2022 ... 10 Best Places to Visit in Pennsylvania  10. Hickory Run State Park  9. Ohiopyle State Park  8. Delaware Water Gap  7. Erie  6. Ricketts Glen...', 'Mar 22, 2022 ... 16 Top-Rated Tourist Attractions in Pennsylvania  1. Independence National Park and the Liberty Bell  2. Hershey Park  3. Gettysburg National...']",0.0,0.87,0.13,0.6369
"places in pennsylvania to visit
","['Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.', 'Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley.', 'Mar 21, 2023 ... 1. Eastern State Penitentiary  2. Andy Warhol Museum  3. Fallingwater  4. Hersheypark  5. Pennsylvania State Capitol Complex  6. Gettysburg...', 'Dec 17, 2022 ... 10 Best Places to Visit in Pennsylvania  10. Hickory Run State Park  9. Ohiopyle State Park  8. Delaware Water Gap  7. Erie  6. Ricketts Glen...', 'Mar 22, 2022 ... 16 Top-Rated Tourist Attractions in Pennsylvania  1. Independence National Park and the Liberty Bell  2. Hershey Park  3. Gettysburg National...']",0.0,0.78,0.22,0.7351
"fun places to visit in pennsylvania
","['Mar 21, 2023 ... One of the biggest and most known Pennsylvania attractions is probably Independence National Historical Park and its accompanying Liberty Bell.', 'The ""Rocky"" Statue and Steps  Hershey  Explore Gettysburg National Military Park  Randyland  Carnegie Science Museum  The Andy Warhol Museum  Eat all you can at...', 'Discover 358 hidden attractions, cool sights, and unusual things to do in Pennsylvania from Eastern State Penitentiary to Wagner Free Institute.', 'Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.', 'Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley.']",0.0,0.773,0.227,0.7553
"fun places to visit in pennsylvania
","['Mar 21, 2023 ... One of the biggest and most known Pennsylvania attractions is probably Independence National Historical Park and its accompanying Liberty Bell.', 'The ""Rocky"" Statue and Steps  Hershey  Explore Gettysburg National Military Park  Randyland  Carnegie Science Museum  The Andy Warhol Museum  Eat all you can at...', 'Discover 358 hidden attractions, cool sights, and unusual things to do in Pennsylvania from Eastern State Penitentiary to Wagner Free Institute.', 'Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.', 'Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley.']",0.0,1.0,0.0,0.0
"fun places to visit in pennsylvania
","['Mar 21, 2023 ... One of the biggest and most known Pennsylvania attractions is probably Independence National Historical Park and its accompanying Liberty Bell.', 'The ""Rocky"" Statue and Steps  Hershey  Explore Gettysburg National Military Park  Randyland  Carnegie Science Museum  The Andy Warhol Museum  Eat all you can at...', 'Discover 358 hidden attractions, cool sights, and unusual things to do in Pennsylvania from Eastern State Penitentiary to Wagner Free Institute.', 'Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.', 'Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley.']",0.0,0.682,0.318,0.8126
"fun places to visit in pennsylvania
","['Mar 21, 2023 ... One of the biggest and most known Pennsylvania attractions is probably Independence National Historical Park and its accompanying Liberty Bell.', 'The ""Rocky"" Statue and Steps  Hershey  Explore Gettysburg National Military Park  Randyland  Carnegie Science Museum  The Andy Warhol Museum  Eat all you can at...', 'Discover 358 hidden attractions, cool sights, and unusual things to do in Pennsylvania from Eastern State Penitentiary to Wagner Free Institute.', 'Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.', 'Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley.']",0.0,1.0,0.0,0.0
"fun places to visit in pennsylvania
","['Mar 21, 2023 ... One of the biggest and most known Pennsylvania attractions is probably Independence National Historical Park and its accompanying Liberty Bell.', 'The ""Rocky"" Statue and Steps  Hershey  Explore Gettysburg National Military Park  Randyland  Carnegie Science Museum  The Andy Warhol Museum  Eat all you can at...', 'Discover 358 hidden attractions, cool sights, and unusual things to do in Pennsylvania from Eastern State Penitentiary to Wagner Free Institute.', 'Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.', 'Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley.']",0.0,1.0,0.0,0.0
"coco movie
","['Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...', 'Coco: Directed by Lee Unkrich, Adrian Molina. With Anthony Gonzalez, Gael Garca Bernal, Benjamin Bratt, Alanna Ubach. Aspiring musician Miguel, confronted...', ""Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)..."", ""And according to director Lee Unkrich, it's all rooted in music. 'Coco' has music in its DNA, says Unkrich. Music shapes the film. Some characters are..."", 'Miguel journeys to the magical land of his ancestors.']",0.0,0.905,0.095,0.3182
"coco movie
","['Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...', 'Coco: Directed by Lee Unkrich, Adrian Molina. With Anthony Gonzalez, Gael Garca Bernal, Benjamin Bratt, Alanna Ubach. Aspiring musician Miguel, confronted...', ""Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)..."", ""And according to director Lee Unkrich, it's all rooted in music. 'Coco' has music in its DNA, says Unkrich. Music shapes the film. Some characters are..."", 'Miguel journeys to the magical land of his ancestors.']",0.0,1.0,0.0,0.0
"coco movie
","['Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...', 'Coco: Directed by Lee Unkrich, Adrian Molina. With Anthony Gonzalez, Gael Garca Bernal, Benjamin Bratt, Alanna Ubach. Aspiring musician Miguel, confronted...', ""Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)..."", ""And according to director Lee Unkrich, it's all rooted in music. 'Coco' has music in its DNA, says Unkrich. Music shapes the film. Some characters are..."", 'Miguel journeys to the magical land of his ancestors.']",0.0,0.69,0.31,0.8402
"coco movie
","['Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...', 'Coco: Directed by Lee Unkrich, Adrian Molina. With Anthony Gonzalez, Gael Garca Bernal, Benjamin Bratt, Alanna Ubach. Aspiring musician Miguel, confronted...', ""Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)..."", ""And according to director Lee Unkrich, it's all rooted in music. 'Coco' has music in its DNA, says Unkrich. Music shapes the film. Some characters are..."", 'Miguel journeys to the magical land of his ancestors.']",0.0,1.0,0.0,0.0
"coco movie
","['Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...', 'Coco: Directed by Lee Unkrich, Adrian Molina. With Anthony Gonzalez, Gael Garca Bernal, Benjamin Bratt, Alanna Ubach. Aspiring musician Miguel, confronted...', ""Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)..."", ""And according to director Lee Unkrich, it's all rooted in music. 'Coco' has music in its DNA, says Unkrich. Music shapes the film. Some characters are..."", 'Miguel journeys to the magical land of his ancestors.']",0.0,1.0,0.0,0.0
"what is the movie coco about
","['Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...', 'Nov 21, 2017 ... ""Coco"" is the sprightly story of a young boy who wants to be a musician and somehow finds himself communing with talking skeletons in the...', ""Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary..."", ""Feb 18, 2023 ... Parents need to know that Coco is a vibrant Disney/Pixar film that explores the traditions of the Day of the Dead, a child's desire to..."", ""Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)...""]",0.0,0.905,0.095,0.3182
"what is the movie coco about
","['Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...', 'Nov 21, 2017 ... ""Coco"" is the sprightly story of a young boy who wants to be a musician and somehow finds himself communing with talking skeletons in the...', ""Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary..."", ""Feb 18, 2023 ... Parents need to know that Coco is a vibrant Disney/Pixar film that explores the traditions of the Day of the Dead, a child's desire to..."", ""Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)...""]",0.0,0.897,0.103,0.4588
"what is the movie coco about
","['Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...', 'Nov 21, 2017 ... ""Coco"" is the sprightly story of a young boy who wants to be a musician and somehow finds himself communing with talking skeletons in the...', ""Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary..."", ""Feb 18, 2023 ... Parents need to know that Coco is a vibrant Disney/Pixar film that explores the traditions of the Day of the Dead, a child's desire to..."", ""Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)...""]",0.338,0.662,0.0,-0.8658
"what is the movie coco about
","['Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...', 'Nov 21, 2017 ... ""Coco"" is the sprightly story of a young boy who wants to be a musician and somehow finds himself communing with talking skeletons in the...', ""Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary..."", ""Feb 18, 2023 ... Parents need to know that Coco is a vibrant Disney/Pixar film that explores the traditions of the Day of the Dead, a child's desire to..."", ""Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)...""]",0.125,0.698,0.177,0.2023
"what is the movie coco about
","['Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...', 'Nov 21, 2017 ... ""Coco"" is the sprightly story of a young boy who wants to be a musician and somehow finds himself communing with talking skeletons in the...', ""Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary..."", ""Feb 18, 2023 ... Parents need to know that Coco is a vibrant Disney/Pixar film that explores the traditions of the Day of the Dead, a child's desire to..."", ""Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)...""]",0.0,0.69,0.31,0.8402
"cool facts about Hawaii
","[""10 Fun Facts That Make Hawaii Unique  1. Mauna Kea is the tallest peak in the world  2. Honolulu is the most isolated city of its size in the world  3. 'Iolani..."", ""10 Interesting facts about Hawaii  English and Hawaiian are the official languages of Hawaii.  Hawaii is the most isolated population center on Earth: It's..."", ""Jan 14, 2022 ... Hawaii is the second widest state in the U.S.. Most people don't realize that the way the Hawaiian Islands are situated makes them the second..."", ""UNIQUE FACTS ABOUT HAWAII  1. Surfing was invented in Hawaii.  2. You can mail a coconut from here.  3. Maui's Mount Haleakala is the largest dormant volcano in..."", ""Hawaii may have been named for Hawai'i Loa, a legendary figure who is said to have first discovered the islands. Hawaii's nickname, the Aloha State, is no...""]",0.072,0.836,0.092,0.1796
"cool facts about Hawaii
","[""10 Fun Facts That Make Hawaii Unique  1. Mauna Kea is the tallest peak in the world  2. Honolulu is the most isolated city of its size in the world  3. 'Iolani..."", ""10 Interesting facts about Hawaii  English and Hawaiian are the official languages of Hawaii.  Hawaii is the most isolated population center on Earth: It's..."", ""Jan 14, 2022 ... Hawaii is the second widest state in the U.S.. Most people don't realize that the way the Hawaiian Islands are situated makes them the second..."", ""UNIQUE FACTS ABOUT HAWAII  1. Surfing was invented in Hawaii.  2. You can mail a coconut from here.  3. Maui's Mount Haleakala is the largest dormant volcano in..."", ""Hawaii may have been named for Hawai'i Loa, a legendary figure who is said to have first discovered the islands. Hawaii's nickname, the Aloha State, is no...""]",0.095,0.806,0.099,0.0276
"cool facts about Hawaii
","[""10 Fun Facts That Make Hawaii Unique  1. Mauna Kea is the tallest peak in the world  2. Honolulu is the most isolated city of its size in the world  3. 'Iolani..."", ""10 Interesting facts about Hawaii  English and Hawaiian are the official languages of Hawaii.  Hawaii is the most isolated population center on Earth: It's..."", ""Jan 14, 2022 ... Hawaii is the second widest state in the U.S.. Most people don't realize that the way the Hawaiian Islands are situated makes them the second..."", ""UNIQUE FACTS ABOUT HAWAII  1. Surfing was invented in Hawaii.  2. You can mail a coconut from here.  3. Maui's Mount Haleakala is the largest dormant volcano in..."", ""Hawaii may have been named for Hawai'i Loa, a legendary figure who is said to have first discovered the islands. Hawaii's nickname, the Aloha State, is no...""]",0.0,1.0,0.0,0.0
"cool facts about Hawaii
","[""10 Fun Facts That Make Hawaii Unique  1. Mauna Kea is the tallest peak in the world  2. Honolulu is the most isolated city of its size in the world  3. 'Iolani..."", ""10 Interesting facts about Hawaii  English and Hawaiian are the official languages of Hawaii.  Hawaii is the most isolated population center on Earth: It's..."", ""Jan 14, 2022 ... Hawaii is the second widest state in the U.S.. Most people don't realize that the way the Hawaiian Islands are situated makes them the second..."", ""UNIQUE FACTS ABOUT HAWAII  1. Surfing was invented in Hawaii.  2. You can mail a coconut from here.  3. Maui's Mount Haleakala is the largest dormant volcano in..."", ""Hawaii may have been named for Hawai'i Loa, a legendary figure who is said to have first discovered the islands. Hawaii's nickname, the Aloha State, is no...""]",0.0,1.0,0.0,0.0
"cool facts about Hawaii
","[""10 Fun Facts That Make Hawaii Unique  1. Mauna Kea is the tallest peak in the world  2. Honolulu is the most isolated city of its size in the world  3. 'Iolani..."", ""10 Interesting facts about Hawaii  English and Hawaiian are the official languages of Hawaii.  Hawaii is the most isolated population center on Earth: It's..."", ""Jan 14, 2022 ... Hawaii is the second widest state in the U.S.. Most people don't realize that the way the Hawaiian Islands are situated makes them the second..."", ""UNIQUE FACTS ABOUT HAWAII  1. Surfing was invented in Hawaii.  2. You can mail a coconut from here.  3. Maui's Mount Haleakala is the largest dormant volcano in..."", ""Hawaii may have been named for Hawai'i Loa, a legendary figure who is said to have first discovered the islands. Hawaii's nickname, the Aloha State, is no...""]",0.0,1.0,0.0,0.0
"picture of a river
","['Download the perfect river pictures. Find over 100+ of the best free river images. Free for commercial use  No attribution required  Copyright-free.', 'Download and use 40000+ River stock photos for free.  Thousands of new images every day  Completely Free to Use  High-quality videos and images from...', '50,533 Free images of River. River images for free download. Browse or use the filters to find your next picture for your project.', ""Search from 4983102 River stock photos, pictures and royalty-free images from iStock. Find high-quality stock photos that you won't find anywhere else."", 'White paper boat floating in the water. Watercolor painting of the river and ship on. A glacial rivers from above. Aerial photograph of the...']",0.065,0.504,0.43,0.9231
"picture of a river
","['Download the perfect river pictures. Find over 100+ of the best free river images. Free for commercial use  No attribution required  Copyright-free.', 'Download and use 40000+ River stock photos for free.  Thousands of new images every day  Completely Free to Use  High-quality videos and images from...', '50,533 Free images of River. River images for free download. Browse or use the filters to find your next picture for your project.', ""Search from 4983102 River stock photos, pictures and royalty-free images from iStock. Find high-quality stock photos that you won't find anywhere else."", 'White paper boat floating in the water. Watercolor painting of the river and ship on. A glacial rivers from above. Aerial photograph of the...']",0.0,0.761,0.239,0.7841
"picture of a river
","['Download the perfect river pictures. Find over 100+ of the best free river images. Free for commercial use  No attribution required  Copyright-free.', 'Download and use 40000+ River stock photos for free.  Thousands of new images every day  Completely Free to Use  High-quality videos and images from...', '50,533 Free images of River. River images for free download. Browse or use the filters to find your next picture for your project.', ""Search from 4983102 River stock photos, pictures and royalty-free images from iStock. Find high-quality stock photos that you won't find anywhere else."", 'White paper boat floating in the water. Watercolor painting of the river and ship on. A glacial rivers from above. Aerial photograph of the...']",0.0,0.761,0.239,0.765
"picture of a river
","['Download the perfect river pictures. Find over 100+ of the best free river images. Free for commercial use  No attribution required  Copyright-free.', 'Download and use 40000+ River stock photos for free.  Thousands of new images every day  Completely Free to Use  High-quality videos and images from...', '50,533 Free images of River. River images for free download. Browse or use the filters to find your next picture for your project.', ""Search from 4983102 River stock photos, pictures and royalty-free images from iStock. Find high-quality stock photos that you won't find anywhere else."", 'White paper boat floating in the water. Watercolor painting of the river and ship on. A glacial rivers from above. Aerial photograph of the...']",0.0,1.0,0.0,0.0
"picture of a river
","['Download the perfect river pictures. Find over 100+ of the best free river images. Free for commercial use  No attribution required  Copyright-free.', 'Download and use 40000+ River stock photos for free.  Thousands of new images every day  Completely Free to Use  High-quality videos and images from...', '50,533 Free images of River. River images for free download. Browse or use the filters to find your next picture for your project.', ""Search from 4983102 River stock photos, pictures and royalty-free images from iStock. Find high-quality stock photos that you won't find anywhere else."", 'White paper boat floating in the water. Watercolor painting of the river and ship on. A glacial rivers from above. Aerial photograph of the...']",0.0,1.0,0.0,0.0
"what habitat does an Aardvark live in
","['Where do aardvarks live? They are quite versatile in their housing choices and can be found in a broad range of regions, from dry savannas to rainforests. Where...', 'Jun 29, 2016 ... Though they do eat ants  so they are technically ""ant eaters""  aardvarks are a ... Aardvarks live in many different types of habitats,...', 'The aardvark is a medium-sized, burrowing, nocturnal mammal native to Africa. It is the only living species of the order Tubulidentata, although other...', 'aardvark, (Orycteropus afer), also called antbear, stocky African mammal found south of the Sahara Desert in savanna and semiarid areas.', 'The preferred habitat of these animals is areas of sandy soil, although they can live in very different environments such as grasslands, rainforests,...']",0.0,1.0,0.0,0.0
"what habitat does an Aardvark live in
","['Where do aardvarks live? They are quite versatile in their housing choices and can be found in a broad range of regions, from dry savannas to rainforests. Where...', 'Jun 29, 2016 ... Though they do eat ants  so they are technically ""ant eaters""  aardvarks are a ... Aardvarks live in many different types of habitats,...', 'The aardvark is a medium-sized, burrowing, nocturnal mammal native to Africa. It is the only living species of the order Tubulidentata, although other...', 'aardvark, (Orycteropus afer), also called antbear, stocky African mammal found south of the Sahara Desert in savanna and semiarid areas.', 'The preferred habitat of these animals is areas of sandy soil, although they can live in very different environments such as grasslands, rainforests,...']",0.0,1.0,0.0,0.0
